"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_coh_sd","coh_inc_sd","K_ICP","Ca_ICP","Ti_ICP","Mn_ICP","Fe_ICP","Co_ICP","Ni_ICP","Cu_ICP","Zn_ICP","Rb_ICP","Sr_ICP","Zr_ICP","dry_mass_pc","K_ICP_sd","Ca_ICP_sd","Ti_ICP_sd","Mn_ICP_sd","Fe_ICP_sd","Co_ICP_sd","Ni_ICP_sd","Cu_ICP_sd","Zn_ICP_sd","Rb_ICP_sd","Sr_ICP_sd","Zr_ICP_sd","dry_mass_err"
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,23119.3333333333,56701.3333333333,1.27833333333333,-7.4591121759077,-4.70870176364323,-6.97644955733823,-6.94698928478773,-3.03769731749776,-6.49579543714895,-5.27026605262003,-5.62176075425489,-5.87465364514947,-6.83176115227275,-4.56137621890712,-3.86077170798871,-1.88616227593302,0.15165269475,-7.93148656540737,-6.50736659212948,-7.97471117716763,-7.70704337698174,-4.79175119133575,-7.15374962379959,-7.350765840596,-7.04608827012503,-6.62331170754765,-6.70285133498869,-6.22369518702921,-5.66953282636095,-5.82897585552542,0.00294108742220876,8.95758858231473,9.11437754626484,7.2737868892733,4.48256118016038,8.73921076841923,1.40336231461165,1.78510366492264,3.59979513160203,5.56695263135749,3.41320377295125,5.12420449095423,3.41522430313818,22.9846784,7.60610726799621,3.8295549773079,2.40046354015638,-1.91004477124907,2.71722094895158,-3.71154846556688,-2.67471088895355,-1.10543315095016,0.901039061796975,-1.36122894388347,0.670393547395899,1.19362388420362,2.29846784
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,22181.1666666667,53873,1.32166666666667,-7.75744503720061,-5.15280892334931,-6.8979421564007,-6.96013237595912,-3.02641374952533,-6.07529548430377,-5.22642249034196,-5.37673305190963,-8.18489024792546,-7.00768301875529,-4.62828626682757,-3.86105844261058,-1.89779959933778,0.149898092416667,-8.24131719104347,-6.91381905988913,-7.93773564014301,-8.15667580271595,-5.19703035439424,-6.99937396952944,-7.19769162304396,-6.84737914405059,-7.64795572892586,-6.67101903274505,-5.95703649532609,-5.76265346808292,-6.11867538699145,0.00220136997425113,7.58747244830713,8.79883085915351,6.13538078300935,3.8394514938833,8.21468216401249,0.713556964185686,1.89825515343819,3.52824534193737,4.9449583915595,2.05354660680524,4.74493052053587,3.08978528026546,23.15568582,6.59085933024035,2.53000541148801,1.41864121487883,-1.59326350131805,3.35831851941963,-4.42355963189666,-3.02013611984136,-3.68312066780009,-0.707505576733216,-2.15633379990156,0.424757633429026,-0.650249188813882,2.315568582
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,22325.9090909091,53674.8181818182,1.29545454545455,-8.06911284348788,-5.24324040548484,-7.27551456310277,-6.86253241888134,-3.20068050934054,-6.32357581584861,-5.26441034592321,-5.47934449692877,-6.33768756848066,-6.63495793053842,-4.64514625219977,-3.85226082142044,-1.90310899796261,0.149104332818182,-8.18417709881389,-7.28693609631697,-7.88918474420689,-7.94461758669941,-4.97470370742296,-6.68056353260798,-6.88940722408746,-6.72528696132797,-6.86299577043275,-6.96864215797134,-5.98435612267026,-6.06189800460975,-5.31474633933087,0.00491852631995791,9.57217944611186,9.20085797360353,7.6949965706891,4.83236728974649,8.74585699995511,0.891821390097,1.85125704597165,3.67910143420938,4.21238708406088,3.91635642757712,5.34661758690507,3.66995073900524,24.17673458,8.20625808685403,4.11739559205492,3.21649884208163,0.210621932435521,3.66217734560713,-4.56248337132626,-3.92358205457498,-1.8658710066189,-1.97500045576803,-0.351256280022502,0.966617242496849,0.126860282292105,2.417673458
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,21329.4545454545,51592.6363636364,1.24090909090909,-9.1824822380533,-5.1946205961298,-7.43979748002057,-7.53148293687936,-3.5993292739098,-6.60038053189647,-5.2276322449833,-5.74544866250215,-6.97969157905558,-6.71247141962672,-4.66678470493162,-3.79240688293203,-1.89771279253499,0.149911105272727,-9.11189289814098,-7.45901800370214,-7.73585528011289,-7.8999012493524,-5.95772266762088,-7.04256151079736,-7.70688369359265,-7.06944127009048,-6.92397498131333,-6.38530017423263,-6.20523897950361,-6.62941570257878,-5.47866613218704,0.00417489477233992,8.03772748025162,8.87915750034754,6.35400922144901,4.04698604695415,8.23051471759084,0.956002135004032,1.77702758358368,3.61123068399644,4.17491914288766,2.58795630922308,4.87490594640391,2.59054694580365,16.6231038,6.89014412222533,4.24660761374236,0.866841361255888,-0.534911896384269,2.46944614218091,-3.60303366615936,-3.04022677431082,-0.852913741302107,-1.24976198296028,-3.76440836763454,-0.340358866591808,-1.71277683954639,1.66231038
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,21085,51886,1.31909090909091,-7.25135388311789,-5.05550019276608,-5.91246638969183,-6.56946588479818,-2.49227356001004,-6.45271262741598,-5.24516451238567,-5.94487988459512,-8.74169040755785,-5.85459290236519,-4.03931769760471,-3.82001595579982,-1.85505911327099,0.156443694363636,-7.67501211561262,-6.71587923387116,-6.20409315690097,-7.32583779027527,-4.01323909169793,-6.88580824792585,-7.14339742094524,-6.30814013209809,-8.3502845994688,-6.08546890478106,-4.70518100993258,-5.82036835753813,-5.05717100038581,0.00636353661000703,8.05006593280735,8.8147196915889,6.40691933777027,4.0993273690619,9.34055718331538,1.74833298823245,1.9629187975536,3.22696331755683,4.27628832446624,2.33059914641457,4.78638501391686,2.63623548122916,15.49312409,6.85211116633858,2.64000307582772,0.986831546279051,-0.563781745499,4.53403149960049,-2.66680455393541,-2.70797735875528,-2.48722183977325,-0.255802626476715,-2.97942067398675,0.72780538107135,-0.952295320105962,1.549312409
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,20358.0909090909,49648.1818181818,1.28818181818182,-6.83854592224562,-5.15080995864012,-6.12725429849454,-6.48571388105127,-2.48645993159155,-5.97580459227144,-5.15054924682318,-5.95106494205938,-7.9999017682906,-5.27633539948731,-3.95739899655976,-3.73750321705809,-1.81240024840311,0.163261797363636,-7.35615698290148,-6.85266265340604,-7.4886155711126,-7.63432687632821,-4.76186942699525,-6.76483030854348,-7.1642150569601,-6.84009888938224,-7.05288952053247,-5.74054711435307,-5.48830377176127,-5.86551591486349,-5.33963403566847,0.00479762607996572,8.02113085077993,8.79563762526239,6.33278695155472,3.98932974180479,8.86409264544503,1.29011948439792,1.7677938836728,2.93461448330624,3.73286878747651,2.2715446811789,4.7221214785087,2.57119233561081,27.34117399,6.76220271051115,4.18805042109457,1.12417525117457,-0.863482088333298,4.16270140553045,-3.98188023250564,-3.19036912929489,-2.4649569627174,-1.40987379582273,-1.59104483691296,-0.0696101644730695,-1.12558367536812,2.734117399
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,23485.9090909091,56468.3636363636,1.45545454545455,-7.69341305709158,-5.14084682119248,-6.53395702113174,-6.75652532585647,-3.29325165714463,-6.51351893574469,-5.30362103414,-6.04103503219526,-7.4411540883358,-6.59322982087951,-4.37409423949972,-3.86110080407148,-1.90799180607386,0.148378059454545,-7.76498932223422,-6.66359262971511,-6.32668586472677,-8.43588247013091,-4.33660944959493,-7.29961704769781,-7.75435278820845,-6.93938312794087,-7.28806431454372,-6.41551369541698,-5.75844696169254,-6.06725272085731,-5.89536039868347,0.00275218434102406,7.26163413962075,8.86638463037066,6.08925368788437,3.85878807296499,7.5945083648187,0.32879124461259,1.51918646247254,2.96497237086501,3.82272003609075,1.83521807251857,4.84528705056754,2.43324707517014,16.82974775,6.42494569973395,4.10991629289742,1.92688620415872,-0.208431216671758,3.31438773523264,-4.25515084149582,-3.80810187018146,-2.60486929957842,-1.36731272957204,-2.34470529440366,-1.11894466459632,-1.47412828430791,1.682974775
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,23787.4545454545,60059.3636363636,1.37818181818182,-8.45749200421726,-5.33880155415136,-7.22775772608272,-7.15624714452983,-1.79553870881855,-5.74935140899364,-5.238021895929,-5.75375374217107,-9.49060691791026,-7.16761570050667,-5.26239047602626,-3.8894986404129,-1.89716807571131,0.149992786727273,-8.49522322374943,-7.25089589058988,-7.59011152891078,-8.09624009243615,-3.90924481770572,-6.72240878330505,-7.25311815219877,-6.81890545330942,-9.15277484936764,-6.86837482941343,-6.19806038657047,-6.24154556754762,-5.84900978278758,0.00288275232976997,7.44814768922964,8.62807448322606,5.87125953874839,3.65876255272653,9.67361768204715,0.434258578075462,1.75511717877744,3.74010134376473,3.5780087046861,1.79803683709596,4.54763367627891,2.09664310937208,13.84436494,6.35307468444632,4.1592873995816,0.578697289176255,-2.50150470250249,1.68344586805776,-4.00588296231425,-4.02241069171557,-2.28440222778488,-2.08413738189983,-3.16307498350179,0.390914586845132,-1.65717217925939,1.384436494
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,23463.2,55879.5,1.243,-8.56788863259906,-5.45941132050221,-7.87721528917944,-7.41345528584166,-3.40437720416685,-6.78385624514349,-5.25924389553328,-5.56423850811173,-6.95918658308507,-6.79567380444549,-5.72465348496619,-3.84318732357389,-1.9203379184602,0.1465574293,-8.48052320278616,-7.6508917040107,-8.19388850760323,-7.74743289016415,-4.38700694647644,-7.07132552533992,-7.36462584675243,-6.99218421291109,-7.28093502052508,-6.53286955998474,-6.6248489024658,-6.7440729027022,-5.56413685402395,0.00383288756320129,6.52682657511811,8.58487534895951,5.26250214324613,3.46948661196281,8.35184985703952,-0.298646648317575,1.8771340909504,4.1409556466192,4.46623122438134,0.952679147086453,4.51904296521713,1.74336703695281,12.21081609,5.79996538261341,4.48016058343282,0.821645977705077,-1.31861690908455,3.72095422651058,-4.41864207250603,-2.89799999304162,-0.566629701016258,0.0359373557529471,-3.82463457453228,-0.901140281741689,-2.21945206374837,1.221081609
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,23205.0909090909,65119.7272727273,1.43363636363636,-8.59132040425491,-5.15374668930943,-6.85688392936023,-6.75430535647454,-0.915518313631449,-5.37805400128384,-5.27935009808879,-5.48737027257994,-6.07591615815469,-7.76468604354823,-4.99523828934966,-3.88256071565152,-1.84878474558918,0.157428365818182,-8.49696119812186,-7.22187122089969,-7.31992849062342,-7.54464657755715,-3.25414008211569,-6.4056211099488,-6.81226932008179,-6.89643811762361,-6.63418900903118,-7.45912497706206,-6.02165071977948,-6.1952992073245,-5.93036393390467,0.00265751453321166,7.40329878069465,8.63892667704869,5.99527017426419,3.62506547789696,8.01280853633787,0.00191871708452492,2.24808621124957,4.34807395647575,4.83744487171557,1.93944313233607,4.61311637523697,2.37149949846929,16.79692387,6.38970970851435,4.53399877767637,1.65242970400923,-1.14958687174424,2.7498274927808,-6.02394476453034,-3.5037768679694,-1.66478811971239,0.434877126114647,-2.36813189827928,0.0252757264488745,-1.05286822773549,1.679692387
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,23972.8181818182,57889.2727272727,1.31545454545455,-8.54359062748946,-5.37883354462537,-7.48005936953564,-7.27990915486764,-2.79707245674082,-6.52451339450422,-5.23590818969513,-5.57559089874049,-5.40110157828963,-7.51849714853172,-4.71022365563952,-3.81841779789403,-1.90331807098683,0.149073162363636,-8.76187146174544,-7.33815889858374,-7.68285574128706,-7.8365547287482,-4.62543914372752,-6.56045747261095,-6.95983084653536,-7.01099809976268,-6.8039020492067,-7.17822696890708,-6.18801117981943,-6.33537674516212,-5.68922235552995,0.00338222226804198,8.59651663617452,8.61036395885455,6.2596340693734,3.94762045054329,10.5121855049979,1.32682116128767,1.9678745492403,3.70495967655551,3.61081768221592,2.28106041113065,4.51362383871107,2.26950082593994,14.8081316,7.03267109488274,2.90213194172611,0.625871991226276,-2.99648467653814,5.17564528163103,-3.00379025203586,-3.48314630000138,-1.97316694951726,-1.21852520202955,-2.82004420309538,-0.357031769021802,-1.70855986733128,1.48081316
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,23105.1666666667,59388.6666666667,1.445,-9.19759933016955,-5.5302334621362,-7.52648268470958,-7.00934659641288,-1.70879820722672,-5.14348646796488,-5.21385376940621,-5.35955273217233,-4.81164150806918,-7.4520395354712,-5.2838773461566,-3.83812702004459,-1.86289560205908,0.1552225165,-8.63031820137359,-7.50547989298911,-8.04397194235235,-7.72290697799608,-3.15196924385232,-6.3482238261453,-6.84744484593429,-6.7798827588653,-6.1543031478499,-7.03474400448818,-6.07507434330064,-5.92761802159951,-5.5236524656186,0.00399124332567506,8.62957397296153,8.76969936588547,7.04706218045058,4.4164307444794,8.71190613126309,0.223606918343125,1.84328493792773,4.21343974493318,4.97774403879583,3.03557677576426,4.79591699049481,4.06289986689823,16.33050513,7.32150150115351,4.31011366097826,2.99857002333074,0.095350908065827,4.50899709495294,-5.69990211300682,-3.82094910417629,-0.991264885978251,0.416448222288666,-1.29375957461351,0.039170546510341,1.86616521736354,1.633050513
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,22003.3636363636,55622.6363636364,1.34090909090909,-7.46838243984143,-4.88322592732254,-6.2414005334833,-6.75999229891377,-1.93289003423722,-6.00355230726149,-5.19001917641494,-5.55071029538394,-5.91083645370322,-7.6488238764101,-4.75102725966474,-3.84779257837729,-1.87357247462862,0.153574041181818,-7.20940100905458,-6.91043120999594,-6.48514732775908,-7.69798152938902,-2.55059130618984,-6.59693209071626,-7.06892281417856,-6.49343893191465,-6.34038835991987,-7.20138425658923,-6.38770489804082,-5.84960106769276,-5.73296551791522,0.00323746214087364,7.93895203757743,8.63815616889409,5.53635867120092,3.75737411214651,10.8005846115197,2.81930261995901,2.78544477911184,4.06418630807182,4.99787508648765,1.44930277027984,4.44731158954328,1.62082931236906,15.40632226,6.37174855139169,3.85968764448832,1.51199349716864,-0.356881048033865,6.40102950815504,-2.22946552272,-3.45251138152722,-0.868493019545981,-0.484182056988386,-2.97026136878961,0.457205785071871,-2.15590622346265,1.540632226
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,23517.9411764706,58045.3529411765,1.34882352941176,-7.94288163974896,-5.24328712482892,-6.66717852638384,-6.68252100776473,-2.02943107690268,-6.10211356630342,-5.23559701128557,-5.79317110317063,-6.41210397666854,-6.76162185983557,-4.91619530682944,-3.95001191307466,-1.88093289311521,0.152447821823529,-8.32214695781769,-7.20299343917711,-7.01239914884104,-7.9423892460634,-4.61311337498715,-6.58931836534703,-7.09137843432174,-6.84602396763689,-6.77385432397094,-6.77726051302172,-5.96904778045982,-6.02793080829287,-5.34042611184599,0.00479382750227348,9.9533930506798,8.77955772742215,7.36172735624317,5.39102641133193,10.8571670692609,2.65068074028753,2.50889339868105,3.52665226881939,4.99857837130889,3.76505512558544,4.79753296389401,2.82771944430571,18.59519446,8.31402209366319,5.05638366527194,2.19334012985153,0.451899996028887,6.45126665198848,-1.98642059107142,-0.990654824900951,-0.369667763384252,0.181494622478,-0.596639561608486,0.348786965272573,-0.935962562274622,1.859519446
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,23704.5454545455,59517.8181818182,1.35909090909091,-7.38597185672281,-5.17927776801265,-6.55213481397312,-7.10421141504887,-1.80535518320979,-5.70143106097677,-5.15855135659269,-5.56967774059735,-5.95771544441805,-7.19784747812983,-4.83141147279923,-3.84626890832791,-1.85523323836243,0.156416456,-7.36225115632484,-6.78859179971576,-6.97607276545202,-7.93194967136434,-3.80846859048919,-6.8154090422373,-7.35481075035443,-7.10791916749813,-6.77235851174381,-7.17618340981456,-5.84638342849273,-5.87965444820073,-5.99578983887459,0.0024892101922773,7.1257969650866,8.72857245906881,5.42735166601519,3.71777756776048,10.4378555921576,1.91271124755676,2.14413210575048,3.4466821961612,4.27825125258332,0.941773671293499,4.5572450961939,1.64034839181633,14.38022471,6.08156363568521,4.12291978803064,0.966479450942939,-1.77826564772238,5.195126236626,-2.79244864749746,-1.9953725185041,-1.03233236028565,-3.59349596790568,-3.11039776879336,0.250544180160415,-1.8175594426662,1.438022471
