"Site","Element","Model","R2","RMSE","RMSE_ppm","RMSEP","Mean_ppm","Mean_CI_width","SNR_model","SNR_CI","SNR_smooth","Roughness","SNR_CI_s","SNR_smooth_s","Roughness_norm","Robustness_score","Robust_Rank","Global_Rank","Robustness_Class","Stability_class","Confidence_class","Confidence_Flag","Unstable_flag","Bootstrap_Unstable","R2_q05","R2_q95","Robustness_low","Robustness_high","Is_Production_Model","Rank_site","Robustness_score_site","n_mean","R2_overall","RMSE_overall","RMSEP_overall"
"BI10","Sr","PLS_kfold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876666897328634,0.919832342138178,NA,0.715434657119346,NA,3,"Acceptable 3",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,2,0.893933075252452,4709,0.619560933054721,0.381668523678026,58.9814163562467
"BI10","Sr","OLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.890858358121893,0.699996164082529,NA,0.476601104377288,NA,5,"Unstable",NA,NA,"Low confidence",NA,FALSE,NA,NA,NA,NA,NA,3,0.814513480506147,4892,0.605940022011523,0.388440903375382,59.7735590156883
"BI10","Sr","Bayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.807227013881474,0.660871175156793,NA,0.734632075858658,NA,1,"Preferred 1",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,4,0.748684678391601,4709,0.635271572146413,0.373704733132646,56.5643915636821
"BI10","Sr","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0.7,NA,4,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,5,0.6,4709,0.675793821060387,0.35233390312532,45.3389098498978
"BI10","Sr","OLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0.103567518923187,NA,8,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,6,0.4,4892,0.588442221601662,0.396971381054182,68.563181097856
"BI10","Sr","WLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12045621685716,0.768287063319114,NA,0.212811409679503,NA,7,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,7,0.379588555441941,4892,0.605197017350042,0.38880693583257,61.616501941787
"BI10","Sr","WLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106228816366277,0.684929487447867,NA,0.23565984712543,NA,6,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,8,0.337709084798913,4892,0.605899324973479,0.388460961218056,59.3656290640811
"BI10","Ti","OLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.711685799917582,1,NA,0.661337636082951,NA,5,"Unstable",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,1,0.827011479950549,4790,0.718555763474536,0.652933928562262,2173.73266969499
"BI10","Ti","PLS_LOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962603414285261,0.484152728862809,NA,0.840792000457897,NA,1,"Preferred 1",NA,NA,"High confidence (signal-dominated)",NA,FALSE,NA,NA,NA,NA,NA,2,0.77122314011628,4709,0.756227776634957,0.607666319730726,1919.97750377683
"BI10","Ti","PLS_kfold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962603414285261,0.484152728862809,NA,0.840792000457897,NA,2,"Acceptable 2",NA,NA,"High confidence (signal-dominated)",NA,FALSE,NA,NA,NA,NA,NA,3,0.77122314011628,4709,0.756227776634957,0.607666319730726,1919.97750377683
"BI10","Ti","Bayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.342891498773992,NA,0.708492382993621,NA,4,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,4,0.737156599509597,4709,0.757847910218222,0.605643649083077,2132.72586760655
"BI10","Ti","OLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725643791018089,0.748212688179667,NA,0.743637270225016,NA,3,"Acceptable 3",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,5,0.73467134988272,4790,0.729930592021033,0.639603384224678,2035.54425020404
"BI10","Ti","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.953246643079296,0,NA,0.467170786497582,NA,6,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,6,0.571947985847578,4709,0.737139589077221,0.631009137231014,1647.90252563752
"BI10","Ti","WLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0145341440045349,0.795829801486759,NA,0.368157739335141,NA,7,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,7,0.327052406997425,4790,0.72919658362992,0.640471967780676,1893.08238585334
"BI10","Ti","WLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.800599920511842,NA,0.356894570181163,NA,8,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,8,0.320239968204737,4790,0.728935134347202,0.640781067535794,1882.89538666468
"BI10","Zr","PLS_LOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954452174312747,0.431163112475033,NA,0.706487262772948,NA,4,"Acceptable 4",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,1,0.745136549577661,4709,0.72037835645274,0.69492862207945,77.8910261396823
"BI10","Zr","PLS_kfold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954452174312747,0.431163112475033,NA,0.706487262772948,NA,5,"Unstable",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,2,0.745136549577661,4709,0.72037835645274,0.69492862207945,77.8910261396823
"BI10","Zr","Bayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997202090591957,0.300437600137665,NA,0.654203921526356,NA,7,"Unstable",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,3,0.71849629441024,4709,0.7219222288162,0.693007515213175,84.3816359771264
"BI10","Zr","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0.759702310441133,NA,3,"Acceptable 3",NA,NA,"High confidence (signal-dominated)",NA,FALSE,NA,NA,NA,NA,NA,4,0.6,4709,0.744624310661954,0.664116978438206,47.763991633004
"BI10","Zr","OLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0.243417629025981,NA,8,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,5,0.4,5017,0.401191970178938,1.01694769214115,153.784821913486
"BI10","Zr","OLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.534773822062235,0.147090881639536,NA,0.881052876763792,NA,1,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,6,0.379700645893155,5017,0.608456680906178,0.822327315016661,148.16046066862
"BI10","Zr","WLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.387626871665664,0.128761361531652,NA,0.770019585533002,NA,2,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,7,0.284080667612059,5017,0.608229412035276,0.822565937768544,162.575252795128
"BI10","Zr","WLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253027170294928,0.133075361853922,NA,0.668968439841682,NA,6,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,8,0.205046446918526,5017,0.608323185716187,0.822467487738816,159.077231156446
"HER42PB","Ca","OLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.982669310008451,0.899248579757793,NA,0.588405803230984,NA,5,"Unstable",NA,NA,"Low confidence",NA,FALSE,NA,NA,NA,NA,NA,1,0.949301017908188,4009,0.60078407376705,0.449611220751241,5620.88386479327
"HER42PB","Ca","OLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.783828233303201,0.878367426741374,NA,0.520511230722479,NA,6,"Unstable",NA,NA,"Low confidence",NA,FALSE,NA,NA,NA,NA,NA,2,0.82164391067847,4009,0.605349695781694,0.447032844459699,5504.63271481712
"HER42PB","Ca","PLS_LOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68891139362991,1,NA,0.638537096368868,NA,2,"Acceptable 2",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,3,0.813346836177946,3971,0.605172814508826,0.447133012734933,5921.70892622602
"HER42PB","Ca","PLS_kfold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68891139362991,1,NA,0.638537096368868,NA,3,"Acceptable 3",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,4,0.813346836177946,3971,0.605172814508826,0.447133012734933,5921.70892622602
"HER42PB","Ca","Bayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.688609794999761,0.844571855660739,NA,0.634509260499655,NA,4,"Acceptable 4",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,5,0.750994619264153,3971,0.636884102731344,0.428801053115093,5546.07861545861
"HER42PB","Ca","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0.642410341669775,NA,1,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,6,0.6,3971,0.682203721520104,0.401150756423534,4911.79054471344
"HER42PB","Ca","WLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00563720434531133,0.950215413155862,NA,0.205925410630512,NA,7,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,7,0.383468487869532,4009,0.604732452698864,0.447382293228408,5447.03371534874
"HER42PB","Ca","WLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.952851549831384,NA,0.203490077962097,NA,8,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,8,0.381140619932553,4009,0.604685117514639,0.447409080513934,5446.04597912254
"HER42PB","Sr","OLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.807112838308737,0.73897143137258,NA,0.476601104377288,NA,5,"Unstable",NA,NA,"Low confidence",NA,FALSE,NA,NA,NA,NA,NA,1,0.779856275534274,4009,0.605940022011523,0.388440903375382,59.7735590156883
"HER42PB","Sr","PLS_LOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.43578783968592,NA,0.715434657119346,NA,2,"Acceptable 2",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,2,0.774315135874368,3971,0.619560933054721,0.381668523678026,58.9814163562467
"HER42PB","Sr","PLS_kfold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.43578783968592,NA,0.715434657119346,NA,3,"Acceptable 3",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,3,0.774315135874368,3971,0.619560933054721,0.381668523678026,58.9814163562467
"HER42PB","Sr","Bayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.849184921910615,0.395386049082651,NA,0.734632075858658,NA,1,"Preferred 1",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,4,0.667665372779429,3971,0.635271572146413,0.373704733132646,56.5643915636821
"HER42PB","Sr","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.920094960366473,0,NA,0.7,NA,4,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,5,0.552056976219884,3971,0.675793821060387,0.35233390312532,45.3389098498978
"HER42PB","Sr","OLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0.103567518923187,NA,8,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,6,0.4,4009,0.588442221601662,0.396971381054182,68.563181097856
"HER42PB","Sr","WLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109276874827769,0.809781872465906,NA,0.212811409679503,NA,7,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,7,0.389478873883024,4009,0.605197017350042,0.38880693583257,61.616501941787
"HER42PB","Sr","WLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0962548526615804,0.723297677005901,NA,0.23565984712543,NA,6,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,8,0.347071982399309,4009,0.605899324973479,0.388460961218056,59.3656290640811
"HER42PB","Ti","OLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.831674804411064,1,NA,0.661337636082951,NA,5,"Unstable",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,1,0.899004882646638,3971,0.718555763474536,0.652933928562262,2173.73266969499
"HER42PB","Ti","OLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86978503520777,0.857197200206072,NA,0.743637270225016,NA,3,"Acceptable 3",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,2,0.864749901207091,3971,0.729930592021033,0.639603384224678,2035.54425020404
"HER42PB","Ti","PLS_LOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.870372664247135,0.831359990663874,NA,0.840792000457897,NA,1,"Preferred 1",NA,NA,"High confidence (signal-dominated)",NA,FALSE,NA,NA,NA,NA,NA,3,0.854767594813831,3971,0.756227776634957,0.607666319730726,1919.97750377683
"HER42PB","Ti","PLS_kfold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.870372664247135,0.831359990663874,NA,0.840792000457897,NA,2,"Acceptable 2",NA,NA,"High confidence (signal-dominated)",NA,FALSE,NA,NA,NA,NA,NA,4,0.854767594813831,3971,0.756227776634957,0.607666319730726,1919.97750377683
"HER42PB","Ti","Bayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.839958972087245,0.77206931877872,NA,0.708492382993621,NA,4,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,5,0.812803110763835,3971,0.757847910218222,0.605643649083077,2132.72586760655
"HER42PB","Ti","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0.467170786497582,NA,6,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,6,0.6,3971,0.737139589077221,0.631009137231014,1647.90252563752
"HER42PB","Ti","WLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0171691508153443,0.964630101379767,NA,0.368157739335141,NA,7,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,7,0.396153531041113,3971,0.72919658362992,0.640471967780676,1893.08238585334
"HER42PB","Ti","WLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.979305095554236,NA,0.356894570181163,NA,8,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,8,0.391722038221694,3971,0.728935134347202,0.640781067535794,1882.89538666468
"HER42PB","Zr","PLS_LOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.779071306029327,1,NA,0.706487262772948,NA,4,"Acceptable 4",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,1,0.867442783617596,3971,0.72037835645274,0.69492862207945,77.8910261396823
"HER42PB","Zr","PLS_kfold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.779071306029327,1,NA,0.706487262772948,NA,5,"Unstable",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,2,0.867442783617596,3971,0.72037835645274,0.69492862207945,77.8910261396823
"HER42PB","Zr","Bayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.870516083082886,0.779116982135273,NA,0.654203921526356,NA,7,"Unstable",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,3,0.833956442703841,3971,0.7219222288162,0.693007515213175,84.3816359771264
"HER42PB","Zr","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.454754174276997,NA,0.759702310441133,NA,3,"Acceptable 3",NA,NA,"High confidence (signal-dominated)",NA,FALSE,NA,NA,NA,NA,NA,4,0.781901669710799,3971,0.744624310661954,0.664116978438206,47.763991633004
"HER42PB","Zr","OLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97386233807808,0.0347420443232668,NA,0.881052876763792,NA,1,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,5,0.598214220576155,4009,0.608456680906178,0.822327315016661,148.16046066862
"HER42PB","Zr","WLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.727070871983923,0,NA,0.770019585533002,NA,2,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,6,0.436242523190354,4009,0.608229412035276,0.822565937768544,162.575252795128
"HER42PB","Zr","WLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.471378771294851,0.00803567649544675,NA,0.668968439841682,NA,6,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,7,0.286041533375089,4009,0.608323185716187,0.822467487738816,159.077231156446
"HER42PB","Zr","OLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.142313697910823,NA,0.243417629025981,NA,8,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,8,0.0569254791643293,4009,0.401191970178938,1.01694769214115,153.784821913486
"KER1","Ca","PLS_LOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70211059860584,1,NA,0.638537096368868,NA,2,"Acceptable 2",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,1,0.821266359163504,2293,0.605172814508826,0.447133012734933,5921.70892622602
"KER1","Ca","PLS_kfold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70211059860584,1,NA,0.638537096368868,NA,3,"Acceptable 3",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,2,0.821266359163504,2293,0.605172814508826,0.447133012734933,5921.70892622602
"KER1","Ca","Bayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.824664677257577,0.794989722040666,NA,0.634509260499655,NA,4,"Acceptable 4",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,3,0.812794695170813,2293,0.636884102731344,0.428801053115093,5546.07861545861
"KER1","Ca","OLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.863429441654497,0.527228754379055,NA,0.588405803230984,NA,5,"Unstable",NA,NA,"Low confidence",NA,FALSE,NA,NA,NA,NA,NA,4,0.72894916674432,2523,0.60078407376705,0.449611220751241,5620.88386479327
"KER1","Ca","OLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6832803568515,0.506992968610952,NA,0.520511230722479,NA,6,"Unstable",NA,NA,"Low confidence",NA,FALSE,NA,NA,NA,NA,NA,5,0.612765401555281,2523,0.605349695781694,0.447032844459699,5504.63271481712
"KER1","Ca","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0.642410341669775,NA,1,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,6,0.6,2293,0.682203721520104,0.401150756423534,4911.79054471344
"KER1","Ca","WLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00491352448087392,0.635153157422756,NA,0.205925410630512,NA,7,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,7,0.257009377657627,2523,0.604732452698864,0.447382293228408,5447.03371534874
"KER1","Ca","WLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.639865271689577,NA,0.203490077962097,NA,8,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,8,0.255946108675831,2523,0.604685117514639,0.447409080513934,5446.04597912254
"KER1","Sr","Bayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.980890305122284,NA,0.734632075858658,NA,1,"Preferred 1",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,1,0.992356122048914,2293,0.635271572146413,0.373704733132646,56.5643915636821
"KER1","Sr","PLS_LOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9739380393251,1,NA,0.715434657119346,NA,2,"Acceptable 2",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,2,0.98436282359506,2293,0.619560933054721,0.381668523678026,58.9814163562467
"KER1","Sr","PLS_kfold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9739380393251,1,NA,0.715434657119346,NA,3,"Acceptable 3",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,3,0.98436282359506,2293,0.619560933054721,0.381668523678026,58.9814163562467
"KER1","Sr","OLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97399791770186,0.560341677896454,NA,0.476601104377288,NA,5,"Unstable",NA,NA,"Low confidence",NA,FALSE,NA,NA,NA,NA,NA,4,0.808535421779697,2310,0.605940022011523,0.388440903375382,59.7735590156883
"KER1","Sr","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.987268965565328,0,NA,0.7,NA,4,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,5,0.592361379339197,2293,0.675793821060387,0.35233390312532,45.3389098498978
"KER1","Sr","OLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.908134241153297,NA,0.103567518923187,NA,8,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,6,0.363253696461319,2310,0.588442221601662,0.396971381054182,68.563181097856
"KER1","Sr","WLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131527303072531,0.625179190453602,NA,0.212811409679503,NA,7,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,7,0.328988058024959,2310,0.605197017350042,0.38880693583257,61.616501941787
"KER1","Sr","WLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11639614905192,0.546016076571622,NA,0.23565984712543,NA,6,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,8,0.288244120059801,2310,0.605899324973479,0.388460961218056,59.3656290640811
"KER1","Ti","OLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.677262734427,0.848235057355582,NA,0.743637270225016,NA,3,"Acceptable 3",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,1,0.745651663598433,2505,0.729930592021033,0.639603384224678,2035.54425020404
"KER1","Ti","PLS_LOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.768691294962063,0.709746444873584,NA,0.840792000457897,NA,1,"Preferred 1",NA,NA,"High confidence (signal-dominated)",NA,FALSE,NA,NA,NA,NA,NA,2,0.745113354926672,2293,0.756227776634957,0.607666319730726,1919.97750377683
"KER1","Ti","PLS_kfold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.768691294962063,0.709746444873584,NA,0.840792000457897,NA,2,"Acceptable 2",NA,NA,"High confidence (signal-dominated)",NA,FALSE,NA,NA,NA,NA,NA,3,0.745113354926672,2293,0.756227776634957,0.607666319730726,1919.97750377683
"KER1","Ti","OLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.652201318937609,0.862453071045644,NA,0.661337636082951,NA,5,"Unstable",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,4,0.736302019780823,2505,0.718555763474536,0.652933928562262,2173.73266969499
"KER1","Ti","Bayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.799884131448284,0.47639975697352,NA,0.708492382993621,NA,4,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,5,0.670490381658378,2293,0.757847910218222,0.605643649083077,2132.72586760655
"KER1","Ti","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0.467170786497582,NA,6,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,6,0.6,2293,0.737139589077221,0.631009137231014,1647.90252563752
"KER1","Ti","WLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0135064830472503,0.980406454430955,NA,0.368157739335141,NA,7,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,7,0.400266471600732,2505,0.72919658362992,0.640471967780676,1893.08238585334
"KER1","Ti","WLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0.356894570181163,NA,8,"Unstable",NA,NA,"Low confidence (uncertainty-dominated)",NA,FALSE,NA,NA,NA,NA,NA,8,0.4,2505,0.728935134347202,0.640781067535794,1882.89538666468
"KER1","Zr","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.448473505568505,1,NA,0.759702310441133,NA,3,"Acceptable 3",NA,NA,"High confidence (signal-dominated)",NA,FALSE,NA,NA,NA,NA,NA,1,0.669084103341103,2293,0.744624310661954,0.664116978438206,47.763991633004
"KER1","Zr","PLS_LOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.739839552870067,0.558029614606146,NA,0.706487262772948,NA,4,"Acceptable 4",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,2,0.667115577564498,2293,0.72037835645274,0.69492862207945,77.8910261396823
"KER1","Zr","PLS_kfold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.739839552870067,0.558029614606146,NA,0.706487262772948,NA,5,"Unstable",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,3,0.667115577564498,2293,0.72037835645274,0.69492862207945,77.8910261396823
"KER1","Zr","OLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.113112423018407,NA,0.881052876763792,NA,1,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,4,0.645244969207363,2523,0.608456680906178,0.822327315016661,148.16046066862
"KER1","Zr","Bayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.820998990775221,0.257987203228452,NA,0.654203921526356,NA,7,"Unstable",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,5,0.595794275756513,2293,0.7219222288162,0.693007515213175,84.3816359771264
"KER1","Zr","WLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.744347239377013,0.0141192912944706,NA,0.770019585533002,NA,2,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,6,0.452256060143996,2523,0.608229412035276,0.822565937768544,162.575252795128
"KER1","Zr","WLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484362772813466,0.0366215751823868,NA,0.668968439841682,NA,6,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,7,0.305266293761034,2523,0.608323185716187,0.822467487738816,159.077231156446
